author,comment,normalized_comment,likes,published_at,reply_count,time,relevance/keep for review,low_content,duplicate,other(notes),kategorisierung,vergleich,distinktheit,repräsentation,stereotypen,identität,position,fragment,sagbarkeitsfeld,macht_wissen,fantasy_booking
@Grisna_25-,Swerved,swerved,7,2024-04-28T02:20:27Z,0,,0,1,0,keep for review,,,,,,,,,,,
@PACNYY,"""WHO'S HOUSE!!!!!????""","""who's house!!!!!????""",30,2024-04-28T02:20:37Z,5,,1,1,0,catchphrase,0,0,0,0,0,0,1,0,0,0,0
@jeremiahalexander7550,Swerve’s House,swerve’s house,26,2024-04-28T02:20:59Z,0,,1,1,0,catchphrase,0,0,0,0,0,0,1,0,0,0,0
@gohsukbin5830,Will Ospreay vs swerve strickland for the aew championship in all in london,will ospreay vs swerve strickland for the aew championship in all in london,10,2024-04-28T02:21:02Z,7,,1,0,0,"fantasy booking, Liefert Kontext im Thread; allein wenig relevant ",0,0,0,0,0,0,2,0,0,0,1
@Theboys.store36186,*vibes to this banger of a song*,*vibes to this banger of a song*,24,2024-04-28T02:21:22Z,0,,0,0,0,,,,,,,,,,,,
@jakegrenard682,Whose *,whose *,2,2024-04-28T02:21:40Z,0,,0,1,0,,,,,,,,,,,,
@ahmedatef5838,Who's House its  swerve strickland house  not the House of black  and  it's the show of swerve strickland!❤🥰😍🤩👍👏,who's house its swerve strickland house not the house of black and it's the show of swerve strickland!❤🥰😍🤩👍👏,3,2024-04-28T02:21:41Z,5,,0,0,1,,,,,,,,,,,,
@CameronWilliams-gy8bw,The New AEW Champion Swerve Strickland …..Truth in the Details 🫡💪🏿🙌🏾☝🏾💯,the new aew champion swerve strickland …..truth in the details 🫡💪🏿🙌🏾☝🏾💯,36,2024-04-28T02:21:47Z,0,,1,0,0,"Durch die Verwendung von Symbolen (z. B. 💪🏿, 🙌🏾, ☝🏾) wird implizit die positive Repräsentation eines Schwarzen Champions betont. Diese Symbole betonen kulturelle und ethnische Identität im Zusammenhang mit Swerves Erfolg",0,0,0,1,0,1,1,0,0,0,0
@juanoro-barcenas79495,Kenny Omega vs Swerve Strickland for the AEW Championship needs to happen this year. That's a high caliber match worthy enough of Match of the Night in any given event.,kenny omega vs swerve strickland for the aew championship needs to happen this year. that's a high caliber match worthy enough of match of the night in any given event.,193,2024-04-28T02:21:56Z,17,,1,0,0,fantasy booking,0,0,0,0,0,0,1,0,0,0,1
@Ericavengersforever,Looks like Tony Khan really messed up with Swerve Wednesday and tryna fix his mistake now!,looks like tony khan really messed up with swerve wednesday and tryna fix his mistake now!,27,2024-04-28T02:22:06Z,5,,1,0,0,tony khan = owner/ceo/gm of aew,0,0,0,0,0,1,3,0,0,1,0
@SonamuGood,"Swerve: Whose House?
Claudio: It's gonna be mine.",swerve: whose house? claudio: it's gonna be mine.,352,2024-04-28T02:22:10Z,9,,0,0,0,"rezitiert inhalt der promo aber hat viele replies, keep for review",,,,,,,,,,,
@shadowX370,AEW had to correct what they fucked up on Wednesday with Swerve 🤨,aew had to correct what they fucked up on wednesday with swerve 🤨,19,2024-04-28T02:22:27Z,2,,1,0,0,"inhaltliche dopplung, bezug zur dynamite episode",0,0,0,0,0,1,3,0,0,1,0
@SonamuGood,“You’re on.” – Claudio,“you’re on.” – claudio,48,2024-04-28T02:22:46Z,0,,0,1,0,"rezitiert inhalt der promo, aber 48 likes? Relevant?",,,,,,,,,,,
@McHenryCruiser,Swerve has zero charisma! Daniel Garcia should be new heavyweight champ like this message if u agree!!,swerve has zero charisma! daniel garcia should be new heavyweight champ like this message if u agree!!,6,2024-04-28T02:23:16Z,5,,1,0,0,,0,1,0,0,0,1,3,0,0,0,1
@Goblinng4ut,Swerve Strickland versus Will Osprey would be an awesome all in pay-per-view event for AEW! 💯🔥,swerve strickland versus will osprey would be an awesome all in pay-per-view event for aew! 💯🔥,61,2024-04-28T02:23:18Z,2,,1,0,0,"fantasy booking, inhaltliche dopplung",0,0,0,0,0,0,1,0,0,0,0
@stevenbradley29,So aew has championships with side plates now ??? 🤔,so aew has championships with side plates now ??? 🤔,5,2024-04-28T02:23:19Z,0,,0,0,0,,,,,,,,,,,,
@mrbluesteen,Mid Card all over Swerve... Bring back MJF 🎉,mid card all over swerve... bring back mjf 🎉,3,2024-04-28T02:23:27Z,1,,1,0,0,,0,1,0,0,0,1,3,0,0,0,1
@mrbluesteen,MJF,mjf,3,2024-04-28T02:23:38Z,0,,1,1,0,"bezug auf l.3 (PACNYY), manuell geprüft",0,0,0,0,0,0,2,0,0,0,0
@YankeeRedneck437,I love it,i love it,2,2024-04-28T02:23:53Z,0,,1,1,0,"bezieht sich auf kommentar in z. 5 (gohsukbin5830), manuell gerprüft",0,0,0,0,0,0,1,positive response to match idea,0,0,0
@PACNYY,Absolutely not and that would be stupid. You are trying to mess the momentum up for one of them?,absolutely not and that would be stupid. you are trying to mess the momentum up for one of them?,2,2024-04-28T02:23:59Z,0,,1,0,0,"bezieht sich auf kommentar in z. 5 (gohsukbin5830), manuell gerprüft",0,0,0,0,0,1,2,0,0,0,1
@sholabolaji2975,Who’s Champ?,who’s champ?,11,2024-04-28T02:24:25Z,1,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@angelgacha687,You can tell that belt is newly commissioned its so shiny and also love the sideplates addition,you can tell that belt is newly commissioned its so shiny and also love the sideplates addition,23,2024-04-28T02:24:39Z,0,,0,0,0,,,,,,,,,,,,
@genghisslime,lol,lol,4,2024-04-28T02:24:40Z,0,,0,1,0,möglicherweise antwort auf anderes kommentar?,,,,,,,,,,,
@gator8509,Swerve is a terrible promo,swerve is a terrible promo,11,2024-04-28T02:24:43Z,21,,1,0,0,,0,0,0,0,0,0,3,0,0,0,0
@kadharefinley224,That AEW World Championship looks very good on Swerve. I really hope he has a nice reign because he deserves it. WHO’S HOUSE?!,that aew world championship looks very good on swerve. i really hope he has a nice reign because he deserves it. who’s house?!,351,2024-04-28T02:24:52Z,23,,1,0,0,,0,0,0,0,0,0,1,stark positiv hinsichtlich swerve,0,0,0
@mrbluesteen,Boss or Bosses 😂 there is only 1 Final Boss !,boss or bosses 😂 there is only 1 final boss !,2,2024-04-28T02:25:01Z,0,,1,0,0,"probably meant to say boss of bosses, meint the rock",0,1,0,0,0,0,3,Vergleich mit Statussymbolik AEW (Swerve) vs. WWE (The Rock),0,0,0
@jonathanoscategui2678,Swerve vs Wil Osprey at All In at Wembley stadium 🏟️ 😎.....,swerve vs wil osprey at all in at wembley stadium 🏟️ 😎.....,4,2024-04-28T02:25:38Z,0,,1,0,0,"fantasy booking, inhaltliche dopplung",0,0,0,0,0,0,1,0,0,0,1
@chasejones1335,Swerved🔥🔥🔥🔥🔥,swerved🔥🔥🔥🔥🔥,26,2024-04-28T02:26:03Z,0,,0,0,1,,,,,,,,,,,,
@SonamuGood,I don't have enough words to say how great this segment was. Between Swerve and Claudio made people go insane.😢,i don't have enough words to say how great this segment was. between swerve and claudio made people go insane.😢,108,2024-04-28T02:26:11Z,1,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@wstine79,Swerve Strickland vs Danhausen for the AEW championship would be awesome.,swerve strickland vs danhausen for the aew championship would be awesome.,2,2024-04-28T02:26:21Z,0,,0,0,0,fantasy booking ohne bezug,,,,,,,,,,,
@grandtheftaudio6386,Omega is out indefinitely.,omega is out indefinitely.,10,2024-04-28T02:26:32Z,0,,1,0,0,"antwort auf l. 10 (juanoro-barcenas79495), relevanz bezüglich fantasy booking und fragestellung unklar purely informational",0,0,0,0,0,0,2,0,0,0,0
@randomwords3138,Lame,lame,4,2024-04-28T02:27:06Z,2,,1,1,0,,0,0,0,0,0,0,3,0,0,0,0
@YankeeRedneck437,I could care less about all that.   It's a match I would love to see.,i could care less about all that. it's a match i would love to see.,0,2024-04-28T02:27:06Z,0,,1,0,0,"fantasy booking; bezieht sich auf kommentar in z.21 und z. 5 (gohsukbin5830), manuell gerprüft; lässt die frage zu ob fantasy booking nur für charaktere gilt, die man mag/respektiert?",0,0,0,0,0,0,1,0,0,0,0
@EliteWalkThroughs,"Make the main champion do a promo on the main show? no just make him fight a random, make the main champion do a promo after winning the belt on a secondary show? Sure ! Tony khan booking sucks so much i swear, that tittle is gonna mean nothing by this point.","make the main champion do a promo on the main show? no just make him fight a random, make the main champion do a promo after winning the belt on a secondary show? sure ! tony khan booking sucks so much i swear, that tittle is gonna mean nothing by this point.",7,2024-04-28T02:27:16Z,0,,1,0,0,,0,0,0,0,0,0,3,0,0,1,0
@IAmImprintJones,In his first week as champion he's already wrestled twice......not necessary when HE'S THE CHAMPION,in his first week as champion he's already wrestled twice......not necessary when he's the champion,33,2024-04-28T02:28:02Z,5,,1,0,0,,0,0,0,0,0,0,3,overuse as champion,0,1,0
@drakenbum7751,Yet Swerve has the crowd in his hands.,yet swerve has the crowd in his hands.,3,2024-04-28T02:28:09Z,0,,1,0,0,"bezieht sich auf kommentar in z. 15 (McHenryCruiser), manuell gerprüft",0,0,0,0,0,0,1,0,0,0,0
@Spawnwick_Boseman82820,Swerve Strickland has come a long a long way to become the man that he's become today.,swerve strickland has come a long a long way to become the man that he's become today.,324,2024-04-28T02:28:22Z,11,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@SonamuGood,Swerve and Claudio segment never disappoint,swerve and claudio segment never disappoint,74,2024-04-28T02:28:24Z,2,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@zamplify,Swerve looks dope af with that big shiny belt.,swerve looks dope af with that big shiny belt.,732,2024-04-28T02:29:24Z,18,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@Kletke84,Swerve shoulda taken the mic and said damn nana. I should pay you more.. I won’t! But I should.,swerve shoulda taken the mic and said damn nana. i should pay you more.. i won’t! but i should.,75,2024-04-28T02:29:54Z,2,,1,0,0,"talks about swerves character, aber direkte relevanz unklar, keep for review",0,0,0,0,0,1,1,0,0,1,1
@manmadeaids,He needs to fire his manager.,he needs to fire his manager.,4,2024-04-28T02:30:15Z,0,,1,0,0,"manager könnte als teil seines charakters gesehen werden, relevanz noch ein bisschen unklar",0,0,0,0,0,1,2,0,0,1,1
@randyrios78,To all people that was not a dig at cm hogan.,to all people that was not a dig at cm hogan.,4,2024-04-28T02:30:41Z,1,,0,0,0,cm hogan = cm punk (abwertend?); evlt. Kontext aber keine direkte relevanz erkennbar?,,,,,,,,,,,
@Chipdonffbackup,Where’s mjf,where’s mjf,7,2024-04-28T02:30:53Z,1,,0,0,0,"former champion, keep for review, da name schon in anderen threads vorkman",,,,,,,,,,,
@McHenryCruiser,@@drakenbum7751 imagine how Daniel Garcia would have the crowd eating him up!,@drakenbum775 1 imagine how daniel garcia would have the crowd eating him up!,1,2024-04-28T02:31:05Z,0,,1,0,0,"bezieht sich auf kommentar in z. 15 (McHenryCruiser), manuell gerprüft; und z. 37",0,1,0,0,0,1,3,0,0,0,1
@keith_dark_savagethomas6385,that snatch from Claudio looked smooth,that snatch from claudio looked smooth,75,2024-04-28T02:32:08Z,0,,0,0,0,"spricht über inhalt des videos, aber keine direkte relevanz erkennbar",,,,,,,,,,,
@Spawnwick_Boseman82820,Claudio wishes,claudio wishes,23,2024-04-28T02:32:22Z,0,,1,1,0,"antwort auf z. 30 (@SonamuGood), pro swerve evtl?",0,1,0,0,0,1,1,0,0,0,0
@samallex6484,❤❤❤,❤❤❤,5,2024-04-28T02:33:01Z,0,,0,0,0,"nur emojis, keep for review",,,,,,,,,,,
@randyrios78,But you are watching it,but you are watching it,1,2024-04-28T02:33:06Z,0,,0,0,0,"bezieht sich auf kommentar in z.33 (randomwords3138), manuell geprüft",,,,,,,,,,,
@davidwicks7257,Stop hating. He does good promos,stop hating. he does good promos,4,2024-04-28T02:33:21Z,0,,1,0,0,bezieht sich auf kommentar in z. 15 (McHenryCruiser); meint swerve,0,0,0,0,0,1,1,0,0,0,0
@SonamuGood,Give them all the time. A banger,give them all the time. a banger,22,2024-04-28T02:33:50Z,0,,0,0,0,"relevanz noch unklar, kommentar meint matchqualität",,,,,,,,,,,
@LadyTreez420,"Maybe Swerve can get some Promo Skills from Jey Uso, Kevin Owens, basically anyone but. Cody  😂😂😂 his sh!t sucks","maybe swerve can get some promo skills from jey uso, kevin owens, basically anyone but. cody 😂😂😂 his sh!t sucks",5,2024-04-28T02:34:00Z,0,,1,0,0,"bezieht sich auf z. 25 (@gator8509), manuell geprüft",0,1,0,0,0,1,3,0,0,0,0
@agentzero2965,If it’s lame why are you here,if it’s lame why are you here,2,2024-04-28T02:34:02Z,0,,0,0,0,"bezieht sich auf kommentar in z.33 (randomwords3138), manuell geprüft",,,,,,,,,,,
@Lourdes-t3i,When he said he the best in the world because that championship is the top championship in wrestling na brother sorry swerve everybody knows the top championship in all of sports entertainment is the universal championship that Roman reigns lost to Cody Rhodes so Cody is the top champion in all of wrestling 💯💯💯💯,when he said he the best in the world because that championship is the top championship in wrestling na brother sorry swerve everybody knows the top championship in all of sports entertainment is the universal championship that roman reigns lost to cody rhodes so cody is the top champion in all of wrestling 💯💯💯💯,1,2024-04-28T02:34:06Z,0,,1,0,0,"bezug zu wwe, roman reigns, cody rhodes (ehemals aew)",0,0,0,0,0,1,3,0,0,0,0
@tyreepowell8367,Swerve Strickland's Promo Seriously Never Disappoints,swerve strickland's promo seriously never disappoints,28,2024-04-28T02:34:42Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@agentzero2965,Amazing,amazing,1,2024-04-28T02:34:46Z,0,,0,0,0,"bezieht sich auf z. 25 (@gator8509), manuell geprüft; relevanz erstmal nicht genau erkennbar",,,,,,,,,,,
@DummyDanzDummyAdultFun2024,I just threw up.... a lot......,i just threw up.... a lot......,1,2024-04-28T02:35:10Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,0,0
@tyreepowell8367,Swerve's House,swerve's house,7,2024-04-28T02:35:19Z,0,,0,1,1,catchphrase,,,,,,,,,,,
@agentzero2965,"I love how ppl can just, complain about a new champion","i love how ppl can just, complain about a new champion",20,2024-04-28T02:35:40Z,5,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@charlie4201001,Swerve deserved this....Also dailyplace setup is really unique 👌,swerve deserved this....also dailyplace setup is really unique 👌,59,2024-04-28T02:35:49Z,6,,1,0,0,,0,0,0,1,0,1,1,0,0,0,0
@jasonFrank82,😅😅AEW and TK's booking is a JOKE😅😅and you AEW fans go along with anything. Have your new champion cut a promo on the 2nd show WOW.. and then they took Eric bisoff idea. This show old been done on WEDNESDAY they are already ruining S.S,😅😅aew and tk's booking is a joke😅😅and you aew fans go along with anything. have your new champion cut a promo on the 2nd show wow.. and then they took eric bisoff idea. this show old been done on wednesday they are already ruining s.s,1,2024-04-28T02:35:54Z,1,,1,0,0,"Der Kommentar bezieht sich auf Swerves Identität als neuer Champion und kritisiert, dass seine Darstellung und sein Momentum durch schlechte Booking-Entscheidungen beeinträchtigt werden.",0,1,0,0,0,1,3,0,0,1,0
@MitchKarlo,"This should have been on Wednesday, the more important show. Tony….😒 let’s not “Kofi” this one","this should have been on wednesday, the more important show. tony….😒 let’s not “kofi” this one",1,2024-04-28T02:36:07Z,0,,1,0,0,kofi = kofi kingston; ehemals wwe champion; im kontext möglicherweise so als unzufriedenheit zu verstehen - damals viel unzufriedenheit wie kofi den titel velor (achtung interpretation?!),0,1,0,1,0,1,3,0,0,1,0
@KingChaos98,Swerve is the only reason I watch AEW well besides Adam Copeland and a few others.,swerve is the only reason i watch aew well besides adam copeland and a few others.,8,2024-04-28T02:36:16Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@migrations,This what i was waiting for.,this what i was waiting for.,4,2024-04-28T02:36:28Z,0,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@McHenryCruiser,"@@davidwicks7257 not in my opinion , Daniel Garcia is a much better promo!","@davidwicks725 7 not in my opinion , daniel garcia is a much better promo!",1,2024-04-28T02:36:40Z,0,,1,0,0,bezieht sich auf z.15 (@McHenryCruiser) und den dazugehörigen thread; manuell geprüft,0,1,0,0,0,1,3,0,0,0,0
@NicklovesAEW,Swerve Strickland  is AEW’s house  who’s house 😂🤣🔥 for ever always no  matter what happens to Swerve Strickland,swerve strickland is aew’s house who’s house 😂🤣🔥 for ever always no matter what happens to swerve strickland,4,2024-04-28T02:37:19Z,1,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@GracieLang-ny4ec,Swerve Strickland you are #1 best Wrestler in the World with the Biggest Beautiful Belt in the World 🌎 🎉😢😮❤❤❤❤❤,swerve strickland you are #1 best wrestler in the world with the biggest beautiful belt in the world 🌎 🎉😢😮❤❤❤❤❤,1,2024-04-28T02:37:32Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@billyfields7722,Swerve is just soaking up his greatest win. Hopefully he realizes and raising his game.,swerve is just soaking up his greatest win. hopefully he realizes and raising his game.,0,2024-04-28T02:37:33Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@PACNYY,​@@YankeeRedneck437I wasn't talking to you young lady.,@yankeeredneck437 i wasn't talking to you young lady.,0,2024-04-28T02:38:54Z,0,,0,0,0,"bezieht sich auf z.34 und z.5 (@gohsukbin5830) und den thread, manuell geprüft, keine direkte relevanz erkennbar",,,,,,,,,,,
@ryanwaslawski6088,Poor guy got his big break in this shit show,poor guy got his big break in this shit show,0,2024-04-28T02:39:34Z,0,,1,0,0," Mitgefühl für Swerve, deutet aber an, dass sein Erfolg in einem als minderwertig empfundenen Kontext (AEW generell oder Collision) stattgefunden hat.",0,1,0,0,0,1,3,0,0,1,0
@trajohnadams1772,WHOSE HOUSE SWERVE HOUSE 🔥🔥🤞🏾🤞🏾,whose house swerve house 🔥🔥🤞🏾🤞🏾,11,2024-04-28T02:39:36Z,0,,0,1,1,catchphrase,,,,,,,,,,,
@bryand7817,Claudio 😂😂😂😂 go back to the sandbox to your swing 😂😂😂😂 stop trying to play in the big leagues 😂😂😂😂,claudio 😂😂😂😂 go back to the sandbox to your swing 😂😂😂😂 stop trying to play in the big leagues 😂😂😂😂,0,2024-04-28T02:39:48Z,0,,0,0,0,,,,,,,,,,,,
@leonsuniga6948,"Swerve really doesn't deserve belt, but Claudio does","swerve really doesn't deserve belt, but claudio does",1,2024-04-28T02:40:15Z,5,,1,0,0,,0,1,0,0,0,1,3,0,0,0,1
@emsninja6176,I Wonder if MJF would face Swerve for the AEW Championship at Double or Nothing.,i wonder if mjf would face swerve for the aew championship at double or nothing.,0,2024-04-28T02:40:29Z,1,,0,0,0,fantasy booking,,,,,,,,,,,
@RGF91,"1st black aew world champ
DAMN THAT SOUNDS SO GOOD",1st black aew world champ damn that sounds so good,70,2024-04-28T02:40:51Z,4,,1,0,0,,1,0,1,1,0,1,1,0,0,0,0
@DudeWithADayJob,I could just watch his entrance over and over. Please AEW don’t mess this up.,i could just watch his entrance over and over. please aew don’t mess this up.,0,2024-04-28T02:41:51Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,1,0
@Filmation77,"What do you mean ? It was an Enhancement match against a pretty good opponent and a fairly decent match overall(and it goes with the whole ""Fighting Champion "" idea cause if you're good enough, as Champion, you can beat ANYBODY)","what do you mean ? it was an enhancement match against a pretty good opponent and a fairly decent match overall(and it goes with the whole ""fighting champion "" idea cause if you're good enough, as champion, you can beat anybody)",4,2024-04-28T02:41:51Z,0,,1,0,0,"bezieht sich auf z. 11 (@Ericavengersforever), manuell geprüft",0,1,0,0,0,1,1,0,0,1,0
@CNormanHocker,"Stop with the hyphenated champion. Start referring to him by his talent not his race. I keep getting the impression that he only beat Joe was due to his race, not his talent.","stop with the hyphenated champion. start referring to him by his talent not his race. i keep getting the impression that he only beat joe was due to his race, not his talent.",6,2024-04-28T02:42:27Z,2,,1,0,0,,1,0,0,1,1,1,3,0,1,0,0
@joethecook7260,Dude love swerve he deserves the love from the fans,dude love swerve he deserves the love from the fans,41,2024-04-28T02:43:00Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@lv34ever29,It's about time the 1st black champion no offense,it's about time the 1st black champion no offense,6,2024-04-28T02:43:56Z,3,,1,0,0,,1,0,1,1,0,1,2,0,0,0,0
@wyrwulf69,Thank you Swerve!!!!!!,thank you swerve!!!!!!,11,2024-04-28T02:44:05Z,0,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@robinkithan5519,"Worst decision to put that title on him.
DB should be holding that",worst decision to put that title on him. db should be holding that,3,2024-04-28T02:44:12Z,1,,1,0,0,"db = daniel bryan, goes by bryan danielson in aew",0,1,0,0,0,1,3,0,0,0,1
@bigweezey,What are we doing here TK? Swerve had to wrestle Wednesday when Willow and Chris Jericho all got championship celebrations. Now we get this promo that winds in an open challenge? Are you telling me this title is just like every other championship in the company? Seems to me like AEW doesn't care about their first black World Champion in Sweeve Strickland to me.,what are we doing here tk? swerve had to wrestle wednesday when willow and chris jericho all got championship celebrations. now we get this promo that winds in an open challenge? are you telling me this title is just like every other championship in the company? seems to me like aew doesn't care about their first black world champion in sweeve strickland to me.,3,2024-04-28T02:44:23Z,1,,1,0,0,"Kommentar stellt infrage, ob scwharzer Champion überhaupt wirklich gewürdigt wird",1,1,0,1,0,1,3,0,1,1,0
@aaronpolselli3691,Yes... thats what was said.,yes... thats what was said.,7,2024-04-28T02:45:10Z,0,,0,0,0,"bezieht sich auf z.12 (@SonamuGood), manuell geprüft, keine direkte relevanz erkennbar",,,,,,,,,,,
@brockhelton5909,The best Aew 1 title match of all time,the best aew 1 title match of all time,2,2024-04-28T02:45:20Z,0,,1,0,0,,0,1,0,0,0,0,1,0,0,0,0
@Wolves437,Why?,why?,2,2024-04-28T02:45:41Z,0,,0,1,0,"bezieht sich auf z.73 (@leonsuniga6948), manuell geprüft, relevanz nicht so ganz ersichtlich, aber zumindest teil einer diskussion warum claudio den titel verdiene und swerve nicht ",,,,,,,,,,,
@ozzybloke-craig3690,"This is what happens whne you start to lose your mind. You waste the top tier talent you have and choose mediocre mid carders to become world champion. I like the fact that he is the first ever African American Champion, although as an Australian, I am not part of the American obsession with breaking down and looking at everything in life through the lens of race, we moved past that decades ago. But that achievement is the only good thing about him. Nothing else. Tony Khan is turning AEW into WCW 2.0.","this is what happens whne you start to lose your mind. you waste the top tier talent you have and choose mediocre mid carders to become world champion. i like the fact that he is the first ever african american champion, although as an australian, i am not part of the american obsession with breaking down and looking at everything in life through the lens of race, we moved past that decades ago. but that achievement is the only good thing about him. nothing else. tony khan is turning aew into wcw 2.0.",3,2024-04-28T02:45:45Z,0,,1,0,0,"nachlesen was wcw 2.0 hier symbolisieren soll (wahrscheinlich sinnbildlich gemeint für schlechte Entscheidungen, chaotisches Booking und allgmein dinge die längerfristig erfolg der company untergraben, da wcw zwar zunächst konkurrent für wwe war, aber letztlich der wwe einverleibt wurde); kommentar stellt überbetonung von race dar",1,1,0,1,0,1,3,0,1,1,0
@booksrdevinkevin,Osprey vs swerve or takeshita vs swerve,osprey vs swerve or takeshita vs swerve,4,2024-04-28T02:46:48Z,0,,0,0,0,fantasy booking,,,,,,,,,,,
@tomdelong808,At least it didn't take Claudio 10 years to get a singles championship match this time,at least it didn't take claudio 10 years to get a singles championship match this time,1,2024-04-28T02:46:56Z,0,,0,0,0,"bezieht sich auf z.73 (@leonsuniga6948), manuell geprüft",,,,,,,,,,,
@McHenryCruiser,Then why am I disappointed? Like this post if you are too!,then why am i disappointed? like this post if you are too!,10,2024-04-28T02:47:50Z,0,,1,0,0,bezieht sich auf z.39 (@SonamuGood),0,0,0,0,0,0,3,0,0,0,0
@YankeeRedneck437,@@PACNYY young lady haha.   I'm far from young and most certainly not a lady but that was funny as hell.   Gotta give you that one.   And I wasn't necessarily talking directly to you either.   I was commenting in general on why I disagree with a comment I read.    Yours.,@pacny y young lady haha. i'm far from young and most certainly not a lady but that was funny as hell. gotta give you that one. and i wasn't necessarily talking directly to you either. i was commenting in general on why i disagree with a comment i read. yours.,1,2024-04-28T02:47:57Z,0,,1,0,0,"bezieht sich auf z.5 (@gohsukbin5830) und den thread, manuell geprüft, keine direkte relevanz erkennbar",0,0,0,0,0,0,2,0,0,0,1
@randomguysays,"I do not know what the long-term plans for AEW and Swerve Strickland is,  I do know one thing though and that is that AE W world heavyweight championship looks really good around his waist (no diddy)","i do not know what the long-term plans for aew and swerve strickland is, i do know one thing though and that is that ae w world heavyweight championship looks really good around his waist (no diddy)",22,2024-04-28T02:48:03Z,1,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@boycottactivision,✊✊✊✊🏎️🏎️🏎️🏎️,✊✊✊✊🏎️🏎️🏎️🏎️,0,2024-04-28T02:48:12Z,0,,0,1,0,,,,,,,,,,,,
@joseramales3654,Terrible grammar,terrible grammar,1,2024-04-28T02:48:24Z,0,,0,0,0,"bezieht sich auf z.25 (@gator8509), manuell geprüft, keine direkte relevanz erkennbar",,,,,,,,,,,
@ishmael802,That belt looks extra shiny! Swerve makes that belt look GOOD,that belt looks extra shiny! swerve makes that belt look good,170,2024-04-28T02:48:28Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@SathishKumarchandrasekar-yw8vs,"I'm waiting for Daniel Garcia to win the World title  before Jack Perry, or Sami Gurava, or Will Osprey or Okada","i'm waiting for daniel garcia to win the world title before jack perry, or sami gurava, or will osprey or okada",0,2024-04-28T02:48:49Z,1,,1,0,0,fantasy booking,0,1,0,0,0,0,2,0,0,0,1
@PBLightning145,Better than Seth Rollins and Cody,better than seth rollins and cody,5,2024-04-28T02:49:15Z,0,,0,0,0,"bezieht sich auf z.25 (@gator8509), manuell geprüft, reference to current/recent wwe champions",,,,,,,,,,,
@whysohappy6386,Why does it sounds good?😂 another good world champ.,why does it sounds good?😂 another good world champ.,6,2024-04-28T02:49:27Z,0,,1,0,0,"bezieht sich auf z.75 (@RGF91); manuell geprüft -- Kommentar spielt implizit auf die Frage an, was einen würdigen Champion ausmacht ('great' statt nur 'good'?). Ironischer Ton (😂) deutet mögliche Skepsis gegenüber Swerve an",0,1,0,0,0,1,3,0,0,0,0
@davidbenton9218,"Give it time, I see booker t wcw vibes when he got the belt the first time","give it time, i see booker t wcw vibes when he got the belt the first time",2,2024-04-28T02:49:33Z,0,,1,0,0,"bezieht sich auf z.25 (@gator8509), manuell geprüft; Vergleich zu Booker T als Schwarzer Champion in WCW (Repräsentation und Identität), impliziert positives Potential für Swerve trotz Kritik. Bezug zur Wrestling-Historie Schwarzer Wrestler.",1,1,1,1,0,1,1,0,0,0,0
@saptamghosh,@@grandtheftaudio6386 he will return this Wednesday,@grandtheftaudio638 6 he will return this wednesday,1,2024-04-28T02:49:47Z,0,,0,0,0,"antwort auf z.32, fantasy booking, relevanz noch unklar",,,,,,,,,,,
@KyeAnd-bu6lg,They made his world title win feel like an afterthought on dynamite lol. They gotta do better.,they made his world title win feel like an afterthought on dynamite lol. they gotta do better.,0,2024-04-28T02:49:51Z,0,,1,0,0,"Kommentar entkräftet Kritik an Swerve, indem er eine neue Vergleichsdimension schafft (Booker T, ebenfalls Schwarzer Champion). Historischer Bezug fördert positive soziale Identität und Repräsentation, betont langfristiges Potential über kurzfristige Schwächen.",1,1,1,1,0,1,1,0,0,0,0
@McHenryCruiser,You better be black saying that,you better be black saying that,3,2024-04-28T02:49:54Z,0,,1,0,0,"bezieht sich auf z.75 (@RGF91); manuell geprüft; Kommentar stellt Legitimität von Aussagen über Schwarze Repräsentation infrage, reproduziert stereotype Verknüpfung von Identität und Aussageberechtigung. Thematisiert Machtstrukturen (Sagbarkeitsfelder).",1,0,0,1,1,1,3,0,1,1,0
@Illstatefishing,Swerve 🔥,swerve 🔥,10,2024-04-28T02:50:12Z,0,,0,1,0,,,,,,,,,,,,
